mol_id,conf_id,scan,wb97m
411,20,120,1.9167615
411,21,135,3.021789
411,22,150,3.171385
411,23,165,2.435202
411,24,180,2.2342765
412,1,-165,7.993095
412,2,-150,7.356057
412,3,-135,6.640205
412,4,-120,5.90872825
412,5,-105,5.19068
412,6,-90,4.53701325
412,7,-75,3.9275225
412,8,-60,3.04506925
412,9,-45,1.7526075
412,10,-30,0.583575
412,11,-15,0
412,12,0,0.08213975
412,13,15,0.718362
412,14,30,1.76998925
412,15,45,3.1027365
412,16,60,4.7224395
412,17,75,6.203465
412,18,90,7.522219
412,19,105,8.86688875
412,20,120,10.005864
412,21,135,10.04671425
412,22,150,9.88996475
412,23,165,9.47179875
412,24,180,8.69219275
413,1,-165,1.162632
413,2,-150,0.1266295
413,3,-135,0.0279865
413,4,-120,0.7634165
413,5,-105,1.728888
413,6,-90,2.18150375
413,7,-75,1.73058225
413,8,-60,0.72896675
413,9,-45,0
413,10,-30,0.17099375
413,11,-15,1.2046745
413,12,0,2.09101825
413,13,15,1.2044235
413,14,30,0.17701775
413,15,45,0
413,16,60,0.73448875
413,17,75,1.731147
413,18,90,2.18225675
413,19,105,1.731398
413,20,120,0.7634165
413,21,135,0.0279865
413,22,150,0.13070825
413,23,165,1.16394975
413,24,180,2.09051625
414,1,-165,0.969613
414,2,-150,1.49100275
414,3,-135,2.54081025
414,4,-120,3.8996615
414,5,-105,5.10866575
414,6,-90,5.54302125
414,7,-75,4.9473355
414,8,-60,3.64056675
414,9,-45,2.13808075
414,10,-30,0.9280725
414,11,-15,0.22420575
414,12,0,0
414,13,15,0.22408025
414,14,30,0.93227675
414,15,45,2.13808075
414,16,60,3.64056675
414,17,75,4.94790025
414,18,90,5.54302125
414,19,105,5.10866575
414,20,120,3.89984975
414,21,135,2.54106125
414,22,150,1.49225775
414,23,165,0.96967575
414,24,180,0.81305175
415,1,-165,0.66132225
415,2,-150,0.01700525
415,3,-135,0.08904225
415,4,-120,0.81731875
415,5,-105,1.6640045
415,6,-90,2.63801
415,7,-75,1.65590975
415,8,-60,0.82246425
415,9,-45,0.10472975
415,10,-30,0
415,11,-15,0.62593125
415,12,0,1.2048
415,13,15,0.62605675
415,14,30,0.00069025
415,15,45,0.104918
415,16,60,0.822025
415,17,75,1.65578425
415,18,90,2.63794725
415,19,105,1.66620075
415,20,120,0.81593825
415,21,135,0.0889795
415,22,150,0.017068
415,23,165,0.66107125
415,24,180,1.20611775
416,1,-165,4.0751105
416,2,-150,4.96584675
416,3,-135,5.91977225
416,4,-120,5.8795495
416,5,-105,4.50777175
416,6,-90,2.58084475
416,7,-75,0.6958975
416,8,-60,0
416,9,-45,0.95147825
416,10,-30,2.98018575
416,11,-15,4.98918975
416,12,0,6.153265
416,13,15,4.97023925
416,14,30,2.97729925
416,15,45,0.949282
416,16,60,0.00251
416,17,75,0.6938895
416,18,90,2.58028
416,19,105,4.52371025
416,20,120,5.86681125
416,21,135,6.1220155
416,22,150,5.4734315
416,23,165,4.38415425
416,24,180,3.72615775
417,1,-165,0
417,2,-150,0.15041175
417,3,-135,0.66420875
417,4,-120,1.6180715
417,5,-105,2.917373
417,6,-90,4.31098775
417,7,-75,5.4962725
417,8,-60,3.3788365
417,9,-45,2.15929025
417,10,-30,1.33174325
417,11,-15,0.8806335
417,12,0,0.74126575
417,13,15,0.87919025
417,14,30,1.332308
417,15,45,2.157094
417,16,60,3.37362825
417,17,75,5.497151
417,18,90,4.3097955
417,19,105,2.917373
417,20,120,1.617946
417,21,135,0.665652
417,22,150,0.150349
417,23,165,6.27E-05
417,24,180,0.05252175
418,1,-165,0.34242675
418,2,-150,0.016817
418,3,-135,0.18605375
418,4,-120,0.710832
418,5,-105,1.29459525
418,6,-90,1.5578315
418,7,-75,1.28744175
418,8,-60,0.77665675
418,9,-45,0.43843425
418,10,-30,0.4448975
418,11,-15,0.63509275
418,12,0,0.59681525
418,13,15,0.23424575
418,14,30,0
418,15,45,0.14614475
418,16,60,0.653353
418,17,75,1.2390615
418,18,90,1.59253225
418,19,105,1.40679225
418,20,120,0.99891725
418,21,135,0.70687875
418,22,150,0.78908125
418,23,165,1.102141
418,24,180,0.91520875
419,1,-165,5.9081635
419,2,-150,5.04616675
419,3,-135,4.68686025
419,4,-120,5.37234125
419,5,-105,6.743366
419,6,-90,7.66083375
419,7,-75,6.8054885
419,8,-60,4.91363875
419,9,-45,2.3469755
419,10,-30,0.91985225
419,11,-15,0.20801625
419,12,0,0
419,13,15,0.2109655
419,14,30,0.921421
419,15,45,2.34766575
419,16,60,4.89318225
419,17,75,6.8057395
419,18,90,7.66070825
419,19,105,6.7439935
419,20,120,5.36882725
419,21,135,4.68598175
419,22,150,5.0457275
419,23,165,5.909042
419,24,180,6.43607925
420,1,-165,10.4424785
420,2,-150,9.9214025
420,3,-135,10.053554
420,4,-120,10.754095
420,5,-105,11.64891
420,6,-90,10.79394125
420,7,-75,8.07724275
420,8,-60,5.12234525
420,9,-45,2.73395475
420,10,-30,1.09404625
420,11,-15,0.19245425
420,12,0,0
420,13,15,0.191513
420,14,30,1.094109
420,15,45,2.72956225
420,16,60,5.12410225
420,17,75,8.05678625
420,18,90,10.7956355
420,19,105,11.64821975
420,20,120,10.754095
420,21,135,10.049538
420,22,150,9.92133975
420,23,165,10.4402195
420,24,180,11.5293085
421,1,-165,0.179716
421,2,-150,0.78744975
421,3,-135,1.68690825
421,4,-120,2.46124325
421,5,-105,3.49348075
421,6,-90,4.504195
421,7,-75,3.442465
421,8,-60,2.35720375
421,9,-45,1.415891
421,10,-30,0.6401755
421,11,-15,0.129265
421,12,0,0.01587575
421,13,15,0.1258765
421,14,30,0.773331
421,15,45,1.4212875
421,16,60,2.362914
421,17,75,3.45043425
421,18,90,4.49384125
421,19,105,3.49912825
421,20,120,2.4619335
421,21,135,1.52488775
421,22,150,0.7970505
421,23,165,0.179214
421,24,180,0
422,1,-165,2.7676515
422,2,-150,0.91558525
422,3,-135,0.21040075
422,4,-120,0.25194125
422,5,-105,0.51611875
422,6,-90,0.5857085
422,7,-75,0.31193025
422,8,-60,0.0071535
422,9,-45,0.3718565
422,10,-30,1.6865945
422,11,-15,3.66039575
422,12,0,5.094798
422,13,15,3.660584
422,14,30,1.688226
422,15,45,0.3721075
422,16,60,0
422,17,75,0.3121185
422,18,90,0.586085
422,19,105,0.51586775
422,20,120,0.25206675
422,21,135,0.21052625
422,22,150,0.91558525
422,23,165,2.76683575
422,24,180,5.8012375
423,1,-165,0.84618375
423,2,-150,0.9243075
423,3,-135,0.8866575
423,4,-120,0.654608
423,5,-105,0.29950575
423,6,-90,0.012801
423,7,-75,0
423,8,-60,0.3698485
423,9,-45,0.93679475
423,10,-30,1.499976
423,11,-15,1.898313
423,12,0,2.0226835
423,13,15,1.89674425
423,14,30,1.5003525
423,15,45,0.93874
423,16,60,0.3690955
423,17,75,0.0003765
423,18,90,0.0136795
423,19,105,0.2998195
423,20,120,0.65542375
423,21,135,0.887034
423,22,150,0.924433
423,23,165,0.84838
423,24,180,0.807969
424,1,-165,2.885998
424,2,-150,1.99250075
424,3,-135,1.11086325
424,4,-120,0.45663175
424,5,-105,0.05252175
424,6,-90,0.0008785
424,7,-75,0.33690475
424,8,-60,0.94645825
424,9,-45,1.8469835
424,10,-30,1.600376
424,11,-15,1.301686
424,12,0,1.201035
424,13,15,1.301937
424,14,30,1.60420375
424,15,45,1.8469835
424,16,60,0.942254
424,17,75,0.3367165
424,18,90,0
424,19,105,0.053212
424,20,120,0.449792
424,21,135,1.1090435
424,22,150,1.9925635
424,23,165,2.888257
424,24,180,3.45068525
425,1,-165,3.45281875
425,2,-150,7.9937225
425,3,-135,4.6872995
425,4,-120,2.89403
425,5,-105,2.104384
425,6,-90,1.460067
425,7,-75,0.72608025
425,8,-60,0.12430775
425,9,-45,0
425,10,-30,0.79560725
425,11,-15,2.75968225
425,12,0,5.74557825
425,13,15,2.7586155
425,14,30,0.79711325
425,15,45,6.28E-05
425,16,60,0.12443325
425,17,75,0.7279
425,18,90,1.46138475
425,19,105,2.104635
425,20,120,2.898548
425,21,135,4.682405
425,22,150,8.001629
425,23,165,3.45520325
425,24,180,6.6049395
426,1,-165,0.187999
426,2,-150,0.77552725
426,3,-135,1.76045125
426,4,-120,3.0324565
426,5,-105,4.29178625
426,6,-90,5.13138125
426,7,-75,5.281542
426,8,-60,4.76718025
426,9,-45,3.990147
426,10,-30,3.33886475
426,11,-15,2.98093875
426,12,0,2.86485125
426,13,15,2.98081325
426,14,30,3.3389275
426,15,45,3.9900215
426,16,60,4.76755675
426,17,75,5.2816675
426,18,90,5.13150675
426,19,105,4.2919745
426,20,120,3.032582
426,21,135,1.76045125
426,22,150,0.77176225
426,23,165,0.1878735
426,24,180,0
427,1,-165,0.31193025
427,2,-150,1.21327125
427,3,-135,2.3708205
427,4,-120,3.758223
427,5,-105,4.70166925
427,6,-90,4.96948625
427,7,-75,4.48191875
427,8,-60,3.45068525
427,9,-45,2.3233815
427,10,-30,1.43515525
427,11,-15,0.93089625
427,12,0,0.7722015
427,13,15,0.93077075
427,14,30,1.43515525
427,15,45,2.322252
427,16,60,3.4518775
427,17,75,4.481856
427,18,90,4.96948625
427,19,105,4.700979
427,20,120,3.76249
427,21,135,2.464067
427,22,150,1.21327125
427,23,165,0.31255775
427,24,180,0
428,1,-165,0.12568825
428,2,-150,0.53532025
428,3,-135,1.26886775
428,4,-120,2.180186
428,5,-105,3.0485205
428,6,-90,3.5864135
428,7,-75,3.5766245
428,8,-60,2.9832605
428,9,-45,2.04859925
428,10,-30,1.0952385
428,11,-15,0.45976925
428,12,0,0.2368185
428,13,15,0.45976925
428,14,30,1.09304225
428,15,45,2.0487875
428,16,60,2.97905625
428,17,75,3.576499
428,18,90,3.58647625
428,19,105,3.04965
428,20,120,2.17811525
428,21,135,1.268805
428,22,150,0.5352575
428,23,165,0.12568825
428,24,180,0
429,1,-165,0.518817
429,2,-150,0.1856145
429,3,-135,0.0061495
429,4,-120,0.3605615
429,5,-105,1.32722525
429,6,-90,2.9707105
429,7,-75,2.2259935
429,8,-60,1.121217
429,9,-45,0.783873
429,10,-30,0.6916305
429,11,-15,0.704808
429,12,0,1.06957375
429,13,15,0.5919835
429,14,30,0.22088
429,15,45,0
429,16,60,0.2993175
429,17,75,1.277088
429,18,90,2.958286
429,19,105,2.26270225
429,20,120,1.127492
429,21,135,0.7955445
429,22,150,0.71315375
429,23,165,0.70029
429,24,180,1.033367
430,1,-165,3.4538855
430,2,-150,1.295411
430,3,-135,2.15778425
430,4,-120,2.8314055
430,5,-105,1.853133
430,6,-90,0.625241
430,7,-75,0
430,8,-60,0.45299225
430,9,-45,1.86536925
430,10,-30,3.74347675
430,11,-15,5.296351
430,12,0,5.92341175
430,13,15,5.29867275
430,14,30,3.74335125
430,15,45,1.865683
430,16,60,0.45349425
430,17,75,0.0006275
430,18,90,0.638795
430,19,105,1.85783925
430,20,120,2.83385275
430,21,135,2.15665475
430,22,150,1.29509725
430,23,165,3.4536345
430,24,180,0.38785775
431,1,-165,0.000502
431,2,-150,0.314754
431,3,-135,0.669417
431,4,-120,0.96917375
431,5,-105,1.77011475
431,6,-90,2.782837
431,7,-75,3.46461575
431,8,-60,3.60216375
431,9,-45,0.65002725
431,10,-30,0.28168475
431,11,-15,1.02389175
431,12,0,0.238701
431,13,15,0.003012
431,14,30,0.28243775
431,15,45,0.650592
431,16,60,0.913138
431,17,75,1.756498
431,18,90,2.8416965
431,19,105,3.487645
431,20,120,3.6037325
431,21,135,0.66922875
431,22,150,0.3148795
431,23,165,0
431,24,180,0.23863825
432,1,-165,1.08689275
432,2,-150,0.930206
432,3,-135,0.75657675
432,4,-120,0.346882
432,5,-105,1.17988825
432,6,-90,0.760781
432,7,-75,0
432,8,-60,0.30741225
432,9,-45,1.02338975
432,10,-30,1.35972975
432,11,-15,1.569503
432,12,0,1.03744575
432,13,15,1.0909715
432,14,30,0.96151825
432,15,45,0.78431225
432,16,60,0.490454
432,17,75,0.2237665
432,18,90,1.16595775
432,19,105,0.06657775
432,20,120,0.16635025
432,21,135,0.96440475
432,22,150,1.30651775
432,23,165,0.80489425
432,24,180,1.0327395
433,1,-165,4.93968
433,2,-150,3.0201575
433,3,-135,1.9935675
433,4,-120,1.5932225
433,5,-105,1.3070825
433,6,-90,1.6434225
433,7,-75,0.4925875
433,8,-60,0.0006275
433,9,-45,0.65511
433,10,-30,2.5106275
433,11,-15,5.335005
433,12,0,8.7906475
433,13,15,5.332495
433,14,30,2.5583175
433,15,45,0.658875
433,16,60,0
433,17,75,0.4938425
433,18,90,1.6434225
433,19,105,1.3083375
433,20,120,1.592595
433,21,135,1.9935675
433,22,150,3.01953
433,23,165,4.920855
433,24,180,7.57267
434,1,-165,2.41254925
434,2,-150,2.80360725
434,3,-135,3.9478535
434,4,-120,5.765219
434,5,-105,8.93578825
434,6,-90,11.0022085
434,7,-75,8.28707875
434,8,-60,5.2726315
434,9,-45,2.84188475
434,10,-30,1.18490825
434,11,-15,0.27904925
434,12,0,0
434,13,15,0.2769785
434,14,30,1.1833395
434,15,45,2.83686475
434,16,60,5.27156475
434,17,75,8.274466
434,18,90,11.00314975
434,19,105,8.937859
434,20,120,5.76867025
434,21,135,3.94678675
434,22,150,2.781331
434,23,165,2.40301125
434,24,180,2.55499175
435,1,-165,3.8301345
435,2,-150,2.7975205
435,3,-135,2.4107295
435,4,-120,2.71801625
435,5,-105,3.371934
435,6,-90,3.7648745
435,7,-75,3.50414825
435,8,-60,2.64303
435,9,-45,1.57019325
435,10,-30,0.65780825
435,11,-15,0.19345825
435,12,0,0
435,13,15,0.19308175
435,14,30,0.6607575
435,15,45,1.60432925
435,16,60,2.64303
435,17,75,3.505215
435,18,90,3.760231
435,19,105,3.3685455
435,20,120,2.72014975
435,21,135,2.41267475
435,22,150,2.79080625
435,23,165,3.83069925
435,24,180,5.1368405
436,1,-165,0.39902725
436,2,-150,0
436,3,-135,0.2521295
436,4,-120,1.0420265
436,5,-105,2.00404675
436,6,-90,2.75817625
436,7,-75,2.0573215
436,8,-60,1.0877085
436,9,-45,0.2589065
436,10,-30,0.0254765
436,11,-15,0.46742475
436,12,0,1.2885085
436,13,15,0.4674875
436,14,30,0.02340575
436,15,45,0.257024
436,16,60,1.08764575
436,17,75,2.0540585
436,18,90,2.7586155
436,19,105,2.00592925
436,20,120,1.0440345
436,21,135,0.2526315
436,22,150,0.0021335
436,23,165,0.39727025
436,24,180,1.2189815
437,1,-165,2.4779975
437,2,-150,0.38459475
437,3,-135,0
437,4,-120,0.5919835
437,5,-105,0.78443775
437,6,-90,0.20412575
437,7,-75,0.04160325
437,8,-60,0.8000625
437,9,-45,2.4044545
437,10,-30,4.4882565
437,11,-15,7.09909575
437,12,0,7.117105
437,13,15,3.79957525
437,14,30,1.936967
437,15,45,1.34404225
437,16,60,1.271566
437,17,75,1.15039575
437,18,90,1.40754525
437,19,105,1.353643
437,20,120,1.477135
437,21,135,2.3060625
437,22,150,3.8908765
437,23,165,6.117623
437,24,180,6.01678375
438,1,-165,1.747211
438,2,-150,0.455314
438,3,-135,0
438,4,-120,0.37367625
438,5,-105,1.25330575
438,6,-90,2.15389375
438,7,-75,2.47580125
438,8,-60,2.5987285
438,9,-45,3.1431475
438,10,-30,4.505701
438,11,-15,6.96023
438,12,0,10.47454375
438,13,15,6.96656775
438,14,30,4.503442
438,15,45,3.14383775
438,16,60,2.59778725
438,17,75,2.4687105
438,18,90,2.150568
438,19,105,1.253243
438,20,120,0.3743665
438,21,135,0.00269825
438,22,150,0.45525125
438,23,165,1.746709
438,24,180,2.69825
439,1,-165,0.65856125
439,2,-150,0.03005725
439,3,-135,0.02139775
439,4,-120,0.604157
439,5,-105,1.349376
439,6,-90,1.755243
439,7,-75,1.387277
439,8,-60,0.590101
439,9,-45,6.27E-05
439,10,-30,0.08264175
439,11,-15,0.7315395
439,12,0,1.1921245
439,13,15,0.73084925
439,14,30,0.08226525
439,15,45,0
439,16,60,0.592109
439,17,75,1.390791
439,18,90,1.754741
439,19,105,1.351886
439,20,120,0.60371775
439,21,135,0.02152325
439,22,150,0.02968075
439,23,165,0.65906325
439,24,180,1.19206175
440,1,-165,0.00558475
440,2,-150,0.22370375
440,3,-135,0.90843175
440,4,-120,1.96827925
440,5,-105,2.9722165
440,6,-90,3.374695
440,7,-75,2.938708
440,8,-60,1.939979
440,9,-45,0.8936855
440,10,-30,0.21692675
440,11,-15,0
440,12,0,0.00985175
440,13,15,0.00809475
440,14,30,0.2167385
440,15,45,0.89374825
440,16,60,1.94066925
440,17,75,2.93877075
440,18,90,3.3748205
440,19,105,2.9722165
440,20,120,1.9682165
440,21,135,0.90843175
440,22,150,0.2217585
440,23,165,0.0056475
440,24,180,0.009287
441,1,-165,2.7741775
441,2,-150,2.2094275
441,3,-135,1.67398175
441,4,-120,1.180704
441,5,-105,0.72156225
441,6,-90,0.2679425
441,7,-75,0
441,8,-60,0.21542075
441,9,-45,0.72068375
441,10,-30,0.98975575
441,11,-15,1.241948
441,12,0,1.30338025
441,13,15,1.2297745
441,14,30,0.957565
441,15,45,0.69947425
441,16,60,0.21316175
441,17,75,6.27E-05
441,18,90,0.26737775
441,19,105,0.73386125
441,20,120,1.15629425
441,21,135,1.667644
441,22,150,2.20873725
441,23,165,2.76332175
441,24,180,3.13756275
442,1,-165,1.63470025
442,2,-150,0.92085625
442,3,-135,0.2724605
442,4,-120,0
442,5,-105,0.1748215
442,6,-90,0.7518705
442,7,-75,1.48347275
442,8,-60,2.007247
442,9,-45,1.97907225
442,10,-30,1.361675
442,11,-15,0.63358675
442,12,0,0.32372725
442,13,15,0.6336495
442,14,30,1.361675
442,15,45,1.97907225
442,16,60,2.00718425
442,17,75,1.48347275
442,18,90,0.75193325
442,19,105,0.17488425
442,20,120,6.27E-05
442,21,135,0.272837
442,22,150,0.92085625
442,23,165,1.63470025
442,24,180,1.97580925
443,1,-165,0.33226125
443,2,-150,1.26397325
443,3,-135,2.54030825
443,4,-120,3.82705975
443,5,-105,4.77081975
443,6,-90,5.09348025
443,7,-75,4.66358
443,8,-60,3.61483925
443,9,-45,2.30775675
443,10,-30,1.111428
443,11,-15,0.285638
443,12,0,0
443,13,15,0.2857635
443,14,30,1.10998475
443,15,45,2.3065645
443,16,60,3.615153
443,17,75,4.6519085
443,18,90,5.09360575
443,19,105,4.76015225
443,20,120,3.82693425
443,21,135,2.54030825
443,22,150,1.26497725
443,23,165,0.33376725
443,24,180,0.00658875
444,1,-165,0.96277325
444,2,-150,3.36785525
444,3,-135,4.0570385
444,4,-120,2.860396
444,5,-105,1.577033
444,6,-90,0.489701
444,7,-75,0
444,8,-60,0.25043525
444,9,-45,1.3191305
444,10,-30,2.89133175
444,11,-15,4.35227725
444,12,0,5.210007
444,13,15,4.3534695
444,14,30,2.89308875
444,15,45,1.3186285
444,16,60,0.25156475
444,17,75,0.00081575
444,18,90,0.49089325
444,19,105,1.57847625
444,20,120,2.85255225
444,21,135,2.587559
444,22,150,1.7142045
444,23,165,0.96289875
444,24,180,0.70298825
445,1,-165,0.5114125
445,2,-150,1.937971
445,3,-135,4.01041525
445,4,-120,5.8483
445,5,-105,7.4091435
445,6,-90,8.47269325
445,7,-75,8.591981
445,8,-60,7.886922
445,9,-45,7.70137025
445,10,-30,6.34182875
445,11,-15,5.37020775
445,12,0,5.0319225
445,13,15,5.369141
445,14,30,6.34157775
445,15,45,7.74586
445,16,60,7.8852905
445,17,75,8.59329875
445,18,90,8.47281875
445,19,105,7.40983375
445,20,120,5.84786075
445,21,135,4.01028975
445,22,150,1.93778275
445,23,165,0.51147525
445,24,180,0
446,1,-165,0.480414
446,2,-150,0.52101325
446,3,-135,0.63308475
446,4,-120,1.00356075
446,5,-105,1.949015
446,6,-90,3.08974725
446,7,-75,1.460318
446,8,-60,0.428457
446,9,-45,0
446,10,-30,0.10008625
446,11,-15,0.2910345
446,12,0,0.85647475
446,13,15,0.49126975
446,14,30,0.47941
446,15,45,0.618464
446,16,60,0.98310425
446,17,75,1.9775035
446,18,90,3.19730075
446,19,105,1.410871
446,20,120,0.4220565
446,21,135,0.011295
446,22,150,0.08389675
446,23,165,0.256271
446,24,180,0.8033255
447,1,-165,0.01060475
447,2,-150,0.27804525
447,3,-135,1.053698
447,4,-120,2.3048075
447,5,-105,3.65449725
447,6,-90,4.32956175
447,7,-75,3.68963725
447,8,-60,2.362914
447,9,-45,1.08802225
447,10,-30,0.28959125
447,11,-15,0.033132
447,12,0,0.0279865
447,13,15,0.033885
447,14,30,0.289403
447,15,45,1.08676725
447,16,60,2.373456
447,17,75,3.68963725
447,18,90,4.33031475
447,19,105,3.6551875
447,20,120,2.3048075
447,21,135,1.0545765
447,22,150,0.27904925
447,23,165,0.01060475
447,24,180,0
448,1,-165,1.692995
448,2,-150,1.07145625
448,3,-135,0.5924855
448,4,-120,0.262044
448,5,-105,0.06532275
448,6,-90,0
448,7,-75,0.042419
448,8,-60,0.286893
448,9,-45,0.91182025
448,10,-30,1.8279075
448,11,-15,2.81465125
448,12,0,3.41366275
448,13,15,2.80473675
448,14,30,1.82470725
448,15,45,0.90818075
448,16,60,0.2920385
448,17,75,0.04386225
448,18,90,0.00056475
448,19,105,0.0683975
448,20,120,0.26104
448,21,135,0.5927365
448,22,150,1.072774
448,23,165,1.68992025
448,24,180,2.32520125
449,1,-165,0.90090175
449,2,-150,0.07209975
449,3,-135,0
449,4,-120,0.5520745
449,5,-105,1.3025645
449,6,-90,1.66883625
449,7,-75,1.311224
449,8,-60,0.5796845
449,9,-45,0.01255
449,10,-30,0.04963525
449,11,-15,0.842105
449,12,0,1.6896065
449,13,15,0.84216775
449,14,30,0.04963525
449,15,45,0.01286375
449,16,60,0.57974725
449,17,75,1.31216525
449,18,90,1.6692755
449,19,105,1.304447
449,20,120,0.55263925
449,21,135,0
449,22,150,0.0719115
449,23,165,0.90090175
449,24,180,1.689732
450,1,-165,2.17209125
450,2,-150,0.570774
450,3,-135,0
450,4,-120,0.364452
450,5,-105,1.059471
450,6,-90,1.38294725
450,7,-75,1.0252095
450,8,-60,0.31218125
450,9,-45,0.002008
450,10,-30,0.67951975
450,11,-15,2.2930105
450,12,0,3.6270755
450,13,15,2.2930105
450,14,30,0.67951975
450,15,45,0.00207075
450,16,60,0.31218125
450,17,75,1.02527225
450,18,90,1.382759
450,19,105,1.05953375
450,20,120,0.3635735
450,21,135,0
450,22,150,0.570774
450,23,165,2.17711125
450,24,180,3.6265735
451,1,-165,4.28312675
451,2,-150,1.85758825
451,3,-135,0.89688575
451,4,-120,0.14200325
451,5,-105,0.004016
451,6,-90,0.6251155
451,7,-75,0
451,8,-60,0.14815275
451,9,-45,0.888791
451,10,-30,1.9694715
451,11,-15,4.3115525
451,12,0,4.4859975
451,13,15,4.31174075
451,14,30,1.9621925
451,15,45,0.88885375
451,16,60,0.14802725
451,17,75,6.27E-05
451,18,90,0.6379165
451,19,105,0.0041415
451,20,120,0.1419405
451,21,135,0.89387375
451,22,150,1.85796475
451,23,165,4.288335
451,24,180,4.4859975
452,1,-165,0.4481605
452,2,-150,0.00018825
452,3,-135,0.03884225
452,4,-120,0.59857225
452,5,-105,1.38796725
452,6,-90,1.80487825
452,7,-75,1.37516625
452,8,-60,0.599137
452,9,-45,0.041917
452,10,-30,0
452,11,-15,0.44257575
452,12,0,0.784626
452,13,15,0.44257575
452,14,30,0
452,15,45,0.041917
452,16,60,0.599137
452,17,75,1.37529175
452,18,90,1.8083295
452,19,105,1.386524
452,20,120,0.598635
452,21,135,0.03896775
452,22,150,0.00018825
452,23,165,0.44809775
452,24,180,0.78443775
453,1,-165,0.82635475
453,2,-150,1.5503015
453,3,-135,2.43087225
453,4,-120,2.45296025
453,5,-105,1.64072425
453,6,-90,0.5222055
453,7,-75,0
453,8,-60,0.459832
453,9,-45,1.81717725
453,10,-30,3.67206725
453,11,-15,5.29817075
453,12,0,6.12182725
453,13,15,5.297857
453,14,30,3.6720045
453,15,45,1.81843225
453,16,60,0.45964375
453,17,75,0
453,18,90,0.503757
453,19,105,1.64310875
453,20,120,2.4533995
453,21,135,2.430935
453,22,150,1.5530625
453,23,165,0.826543
453,24,180,0.7009175
454,1,-165,0.1241195
454,2,-150,0.2712055
454,3,-135,1.401584
454,4,-120,4.7186745
454,5,-105,4.497418
454,6,-90,3.5728595
454,7,-75,2.0907045
454,8,-60,0.81029075
454,9,-45,0.2064475
454,10,-30,0.11100475
454,11,-15,0.080571
454,12,0,0.13208875
454,13,15,0.231924
454,14,30,0.119225
454,15,45,0.4710015
454,16,60,1.62397
454,17,75,7.3935815
454,18,90,5.9021395
454,19,105,3.739649
454,20,120,1.78291575
454,21,135,0.4935915
454,22,150,0
454,23,165,0.102157
454,24,180,0.342364
455,1,-165,13.840642
455,2,-150,7.429098
455,3,-135,3.072491
455,4,-120,0.80715325
455,5,-105,0.007781
455,6,-90,0.00395325
455,7,-75,0.4890735
455,8,-60,1.689481
455,9,-45,4.31061125
455,10,-30,8.74716175
455,11,-15,13.76189075
455,12,0,16.88295025
455,13,15,11.72728475
455,14,30,6.65005675
455,15,45,2.828017
455,16,60,0.7305355
455,17,75,0
455,18,90,0.01248725
455,19,105,0.54448175
455,20,120,1.90490175
455,21,135,4.88615425
455,22,150,10.20923675
455,23,165,16.77790675
455,24,180,19.22452925
456,1,-165,0.30414925
456,2,-150,1.156357
456,3,-135,2.513263
456,4,-120,4.20908175
456,5,-105,5.957736
456,6,-90,7.10662575
456,7,-75,7.3328395
456,8,-60,6.80642975
456,9,-45,6.5768275
456,10,-30,7.094515
456,11,-15,8.06494375
456,12,0,8.688616
456,13,15,8.06833225
456,14,30,7.0883655
456,15,45,6.5778315
456,16,60,6.8029785
456,17,75,7.335475
456,18,90,7.11177125
456,19,105,5.95779875
456,20,120,4.19879075
456,21,135,2.51771825
456,22,150,1.156357
456,23,165,0.302455
456,24,180,0
457,1,-165,5.25424575
457,2,-150,5.8790475
457,3,-135,6.5800905
457,4,-120,4.17733025
457,5,-105,2.462812
457,6,-90,0.855157
457,7,-75,0
457,8,-60,0.512793
457,9,-45,2.409349
457,10,-30,6.1471155
457,11,-15,6.2525355
457,12,0,6.4159365
457,13,15,6.2575555
457,14,30,6.14868425
457,15,45,2.409851
457,16,60,0.51222825
457,17,75,0
457,18,90,0.8555335
457,19,105,2.473856
457,20,120,4.173879
457,21,135,6.58128275
457,22,150,5.88889925
457,23,165,5.27106275
457,24,180,5.17417675
458,1,-165,2.0384965
458,2,-150,0.4885715
458,3,-135,0.001757
458,4,-120,0.36213025
458,5,-105,1.061228
458,6,-90,1.43164125
458,7,-75,1.09806225
458,8,-60,0.3716055
458,9,-45,0
458,10,-30,0.615452
458,11,-15,2.30210925
458,12,0,4.424377
458,13,15,2.30198375
458,14,30,0.615703
458,15,45,0.00056475
458,16,60,0.37154275
458,17,75,1.097121
458,18,90,1.43126475
458,19,105,1.06116525
458,20,120,0.36213025
458,21,135,0.001757
458,22,150,0.488446
458,23,165,2.03868475
458,24,180,4.3087915
459,1,-165,0.5212015
459,2,-150,0.757016
459,3,-135,1.144058
459,4,-120,1.1881085
459,5,-105,0.89487775
459,6,-90,0.423688
459,7,-75,0
459,8,-60,0.01035375
459,9,-45,0.6720525
459,10,-30,1.78366875
459,11,-15,2.874452
459,12,0,3.38831175
459,13,15,2.87175375
459,14,30,1.7852375
459,15,45,0.66998175
459,16,60,0.00859675
459,17,75,0.00043925
459,18,90,0.423688
459,19,105,0.89713675
459,20,120,1.18716725
459,21,135,1.1481995
459,22,150,0.76009075
459,23,165,0.52000925
459,24,180,0.809224
460,1,-165,0.7021725
460,2,-150,0.794666
460,3,-135,1.19519925
460,4,-120,1.76170625
460,5,-105,2.1125415
