smile,scan,qm_relative_energy,wb97m_relative_energy
C/C=C/C(C)C,140,0.814,0.25841054
C/C=C/C(C)C,150,1.485,0
C/C=C/C(C)C,160,2.158,0.079712861
C/C=C/C(C)C,170,2.572,0.401609903
C/C=C/C(C)C,180,2.589,0.723030013
CNC(=O)NC,-170,0.002,0.000801378
CNC(=O)NC,-160,0.217,0.27621554
CNC(=O)NC,-150,0.974,1.078037659
CNC(=O)NC,-140,2.213,2.314762914
CNC(=O)NC,-130,3.866,3.894241593
CNC(=O)NC,-120,5.787,5.697334505
CNC(=O)NC,-110,7.835,7.609245112
CNC(=O)NC,-100,7.406,7.226987602
CNC(=O)NC,-90,6.529,6.354016052
CNC(=O)NC,-80,5.513,5.355293599
CNC(=O)NC,-70,4.443,4.29737205
CNC(=O)NC,-60,3.403,3.274517383
CNC(=O)NC,-50,2.451,2.347061858
CNC(=O)NC,-40,1.726,1.559323142
CNC(=O)NC,-30,1.238,0.993376097
CNC(=O)NC,-20,1.052,0.724287886
CNC(=O)NC,-10,1.141,0.731277895
CNC(=O)NC,0,1.306,0.818296349
CNC(=O)NC,10,1.141,0.731167081
CNC(=O)NC,20,1.052,0.724781456
CNC(=O)NC,30,1.238,0.992609999
CNC(=O)NC,40,1.726,1.558122313
CNC(=O)NC,50,2.451,2.347587004
CNC(=O)NC,60,3.403,3.274235443
CNC(=O)NC,70,4.445,4.298778754
CNC(=O)NC,80,5.515,5.356952424
CNC(=O)NC,90,6.529,6.353769119
CNC(=O)NC,100,7.406,7.226040279
CNC(=O)NC,110,7.839,7.611123391
CNC(=O)NC,120,5.785,5.697287667
CNC(=O)NC,130,3.862,3.893039142
CNC(=O)NC,140,2.213,2.314716002
CNC(=O)NC,150,0.974,1.078715714
CNC(=O)NC,160,0.217,0.277069582
CNC(=O)NC,170,0,0
CNC(=O)NC,180,0.394,0.282564989
CN(C)S(=O)(=O)c1ccccc1,-170,5.63,3.928778469
CN(C)S(=O)(=O)c1ccccc1,-160,4.047,3.96922843
CN(C)S(=O)(=O)c1ccccc1,-150,3.304,3.367557291
CN(C)S(=O)(=O)c1ccccc1,-140,2.802,2.891178758
CN(C)S(=O)(=O)c1ccccc1,-130,2.452,2.550185627
CN(C)S(=O)(=O)c1ccccc1,-120,2.152,1.683817278
CN(C)S(=O)(=O)c1ccccc1,-110,1.112,0.860614613
CN(C)S(=O)(=O)c1ccccc1,-100,0.338,0.258327742
CN(C)S(=O)(=O)c1ccccc1,-90,0,0
CN(C)S(=O)(=O)c1ccccc1,-80,0.17,0.167767584
CN(C)S(=O)(=O)c1ccccc1,-70,0.893,0.791522128
CN(C)S(=O)(=O)c1ccccc1,-60,2.027,1.709210593
CN(C)S(=O)(=O)c1ccccc1,-50,2.537,2.625270457
CN(C)S(=O)(=O)c1ccccc1,-40,2.952,3.026557753
CN(C)S(=O)(=O)c1ccccc1,-30,3.557,3.549665344
CN(C)S(=O)(=O)c1ccccc1,-20,4.278,4.143354468
CN(C)S(=O)(=O)c1ccccc1,-10,5.643,3.92391257
CN(C)S(=O)(=O)c1ccccc1,0,5.701,3.980280818
CN(C)S(=O)(=O)c1ccccc1,10,5.645,3.927130281
CN(C)S(=O)(=O)c1ccccc1,20,4.28,4.145180497
CN(C)S(=O)(=O)c1ccccc1,30,3.557,3.548299408
CN(C)S(=O)(=O)c1ccccc1,40,2.952,3.025946685
CN(C)S(=O)(=O)c1ccccc1,50,2.537,2.627395389
CN(C)S(=O)(=O)c1ccccc1,60,2.025,1.706742565
CN(C)S(=O)(=O)c1ccccc1,70,0.891,0.78853745
CN(C)S(=O)(=O)c1ccccc1,80,0.17,0.167922989
CN(C)S(=O)(=O)c1ccccc1,90,0,0.000466079
CN(C)S(=O)(=O)c1ccccc1,100,0.34,0.258404163
CN(C)S(=O)(=O)c1ccccc1,110,1.114,0.86374016
CN(C)S(=O)(=O)c1ccccc1,120,2.15,1.683801687
CN(C)S(=O)(=O)c1ccccc1,130,2.452,2.546459454
CN(C)S(=O)(=O)c1ccccc1,140,2.802,2.89027569
CN(C)S(=O)(=O)c1ccccc1,150,3.304,3.367391962
CN(C)S(=O)(=O)c1ccccc1,160,4.049,3.970992388
CN(C)S(=O)(=O)c1ccccc1,170,5.63,3.932526669
CN(C)S(=O)(=O)c1ccccc1,180,5.705,3.976878171
CS(=O)(=O)c1nccs1,-170,5.781,5.142577364
CS(=O)(=O)c1nccs1,-160,5.658,5.054079534
CS(=O)(=O)c1nccs1,-150,5.475,4.87996546
CS(=O)(=O)c1nccs1,-140,5.161,4.567634505
CS(=O)(=O)c1nccs1,-130,4.662,4.131946
CS(=O)(=O)c1nccs1,-120,3.955,3.535413409
CS(=O)(=O)c1nccs1,-110,3.108,2.808704696
CS(=O)(=O)c1nccs1,-100,2.221,2.064412103
CS(=O)(=O)c1nccs1,-90,1.39,1.338040043
CS(=O)(=O)c1nccs1,-80,0.706,0.742860753
CS(=O)(=O)c1nccs1,-70,0.261,0.31095919
CS(=O)(=O)c1nccs1,-60,0.029,0.058193901
CS(=O)(=O)c1nccs1,-50,0,0
CS(=O)(=O)c1nccs1,-40,0.237,0.110092269
CS(=O)(=O)c1nccs1,-30,0.606,0.330896137
CS(=O)(=O)c1nccs1,-20,0.97,0.575323676
CS(=O)(=O)c1nccs1,-10,1.209,0.763262436
CS(=O)(=O)c1nccs1,0,1.287,0.849404085
CS(=O)(=O)c1nccs1,10,1.209,0.762278798
CS(=O)(=O)c1nccs1,20,0.972,0.57834682
CS(=O)(=O)c1nccs1,30,0.606,0.330851601
CS(=O)(=O)c1nccs1,40,0.237,0.109600361
CS(=O)(=O)c1nccs1,50,0,8.66E-05
CS(=O)(=O)c1nccs1,60,0.029,0.057594715
CS(=O)(=O)c1nccs1,70,0.261,0.308623411
CS(=O)(=O)c1nccs1,80,0.708,0.745060574
CS(=O)(=O)c1nccs1,90,1.392,1.340917488
CS(=O)(=O)c1nccs1,100,2.221,2.061739051
CS(=O)(=O)c1nccs1,110,3.11,2.810242184
CS(=O)(=O)c1nccs1,120,3.953,3.537214115
CS(=O)(=O)c1nccs1,130,4.664,4.132282199
CS(=O)(=O)c1nccs1,140,5.161,4.565850689
CS(=O)(=O)c1nccs1,150,5.473,4.876157894
CS(=O)(=O)c1nccs1,160,5.658,5.051538026
CS(=O)(=O)c1nccs1,170,5.781,5.14304027
CS(=O)(=O)c1nccs1,180,5.811,5.119125451
CC(=O)NC,-170,0.227,0.215790829
CC(=O)NC,-160,0.859,0.804123854
CC(=O)NC,-150,2.102,1.95384959
CC(=O)NC,-140,3.932,3.651393152
CC(=O)NC,-130,6.237,5.805185808
CC(=O)NC,-120,8.867,8.271309887
CC(=O)NC,-110,11.653,10.90891731
CC(=O)NC,-100,14.356,13.50535013
CC(=O)NC,-90,12.979,12.43099292
CC(=O)NC,-80,10.78,10.28298166
CC(=O)NC,-70,8.782,8.333154133
CC(=O)NC,-60,7.116,6.699873041
CC(=O)NC,-50,5.34,4.967058184
CC(=O)NC,-40,3.998,3.648385473
CC(=O)NC,-30,3.133,2.757932042
CC(=O)NC,-20,2.682,2.257599838
CC(=O)NC,-10,2.56,2.076419907
CC(=O)NC,0,2.6,2.085034967
CC(=O)NC,10,2.562,2.076498927
CC(=O)NC,20,2.68,2.257378425
CC(=O)NC,30,3.133,2.758154317
CC(=O)NC,40,3.998,3.647969381
CC(=O)NC,50,5.338,4.965750895
CC(=O)NC,60,7.116,6.700323203
CC(=O)NC,70,8.782,8.333026091
CC(=O)NC,80,10.782,10.283381
CC(=O)NC,90,12.983,12.43261474
CC(=O)NC,100,14.356,13.50474695
CC(=O)NC,110,11.649,10.90709102
CC(=O)NC,120,8.869,8.272191774
CC(=O)NC,130,6.233,5.803855066
CC(=O)NC,140,3.932,3.65167691
CC(=O)NC,150,2.102,1.95320459
CC(=O)NC,160,0.859,0.804452125
CC(=O)NC,170,0.227,0.216063923
CC(=O)NC,180,0,0
CC(=O)Nc1nccn1C,-170,4.334,3.591567268
CC(=O)Nc1nccn1C,-160,3.103,2.623109691
CC(=O)Nc1nccn1C,-150,1.846,1.560986658
CC(=O)Nc1nccn1C,-140,0.851,0.708309905
CC(=O)Nc1nccn1C,-130,0.213,0.169149276
CC(=O)Nc1nccn1C,-120,0,1.19E-05
CC(=O)Nc1nccn1C,-110,0.233,0.237763431
CC(=O)Nc1nccn1C,-100,0.832,0.861811258
CC(=O)Nc1nccn1C,-90,1.712,1.767191054
CC(=O)Nc1nccn1C,-80,2.004,1.604953029
CC(=O)Nc1nccn1C,-70,2.021,1.663915143
CC(=O)Nc1nccn1C,-60,2.05,1.729597567
CC(=O)Nc1nccn1C,-50,2.135,1.841754969
CC(=O)Nc1nccn1C,-40,2.273,1.971642578
CC(=O)Nc1nccn1C,-30,2.473,2.149077553
CC(=O)Nc1nccn1C,-20,2.981,2.376260285
CC(=O)Nc1nccn1C,-10,3.662,2.634796441
CC(=O)Nc1nccn1C,0,4.249,2.859000093
CC(=O)Nc1nccn1C,10,3.662,2.634814599
CC(=O)Nc1nccn1C,20,2.981,2.376296758
CC(=O)Nc1nccn1C,30,2.473,2.149077554
CC(=O)Nc1nccn1C,40,2.273,1.971640165
CC(=O)Nc1nccn1C,50,2.135,1.841759464
CC(=O)Nc1nccn1C,60,2.05,1.729637878
CC(=O)Nc1nccn1C,70,2.021,1.663915143
CC(=O)Nc1nccn1C,80,2.004,1.60495303
CC(=O)Nc1nccn1C,90,1.712,1.767191054
CC(=O)Nc1nccn1C,100,0.832,0.861811257
CC(=O)Nc1nccn1C,110,0.233,0.237720756
CC(=O)Nc1nccn1C,120,0,0
CC(=O)Nc1nccn1C,130,0.213,0.169149275
CC(=O)Nc1nccn1C,140,0.851,0.708281447
CC(=O)Nc1nccn1C,150,1.846,1.560995582
CC(=O)Nc1nccn1C,160,3.103,2.62310969
CC(=O)Nc1nccn1C,170,4.334,3.591547784
CC(=O)Nc1nccn1C,180,4.903,3.975614806
CC(=O)Nc1ncco1,-170,1.331,1.523301771
CC(=O)Nc1ncco1,-160,1.328,1.525820986
CC(=O)Nc1ncco1,-150,1.379,1.588892374
CC(=O)Nc1ncco1,-140,1.525,1.750795409
CC(=O)Nc1ncco1,-130,1.764,2.006294072
CC(=O)Nc1ncco1,-120,2.078,2.325711808
CC(=O)Nc1ncco1,-110,2.45,2.693458587
CC(=O)Nc1ncco1,-100,2.856,3.078625973
CC(=O)Nc1ncco1,-90,3.23,3.405875809
CC(=O)Nc1ncco1,-80,3.093,3.234902211
CC(=O)Nc1ncco1,-70,2.495,2.642810129
CC(=O)Nc1ncco1,-60,1.874,1.99930326
CC(=O)Nc1ncco1,-50,1.272,1.357159504
CC(=O)Nc1ncco1,-40,0.756,0.805891498
CC(=O)Nc1ncco1,-30,0.375,0.398662684
CC(=O)Nc1ncco1,-20,0.189,0.195932527
CC(=O)Nc1ncco1,-10,0.084,0.083207263
CC(=O)Nc1ncco1,0,0,0
CC(=O)Nc1ncco1,10,0.084,0.083207263
CC(=O)Nc1ncco1,20,0.189,0.195938644
CC(=O)Nc1ncco1,30,0.375,0.398668606
CC(=O)Nc1ncco1,40,0.756,0.805891498
CC(=O)Nc1ncco1,50,1.272,1.357161481
CC(=O)Nc1ncco1,60,1.874,1.999291509
CC(=O)Nc1ncco1,70,2.495,2.642825363
CC(=O)Nc1ncco1,80,3.093,3.234902211
CC(=O)Nc1ncco1,90,3.23,3.405854909
CC(=O)Nc1ncco1,100,2.856,3.078631088
CC(=O)Nc1ncco1,110,2.45,2.693458586
CC(=O)Nc1ncco1,120,2.078,2.325711808
CC(=O)Nc1ncco1,130,1.764,2.006294073
CC(=O)Nc1ncco1,140,1.525,1.750795409
CC(=O)Nc1ncco1,150,1.379,1.588892374
CC(=O)Nc1ncco1,160,1.328,1.525801591
CC(=O)Nc1ncco1,170,1.331,1.523287899
CC(=O)Nc1ncco1,180,1.176,1.30254059
CC(=O)Nc1ccccc1,-170,0.066,0.071419917
CC(=O)Nc1ccccc1,-160,0.193,0.157219707
CC(=O)Nc1ccccc1,-150,0.472,0.372348589
CC(=O)Nc1ccccc1,-140,0.836,0.711789782
CC(=O)Nc1ccccc1,-130,1.292,1.156624879
CC(=O)Nc1ccccc1,-120,1.898,1.721423444
CC(=O)Nc1ccccc1,-110,2.602,2.350210555
CC(=O)Nc1ccccc1,-100,2.604,2.094836959
CC(=O)Nc1ccccc1,-90,2.808,2.29357851
CC(=O)Nc1ccccc1,-80,2.596,2.089663819
CC(=O)Nc1ccccc1,-70,2.398,1.880023489
CC(=O)Nc1ccccc1,-60,1.847,1.679467775
CC(=O)Nc1ccccc1,-50,1.206,1.086556733
CC(=O)Nc1ccccc1,-40,0.741,0.635817647
CC(=O)Nc1ccccc1,-30,0.381,0.306120507
CC(=O)Nc1ccccc1,-20,0.127,0.091835889
CC(=O)Nc1ccccc1,-10,0,0
CC(=O)Nc1ccccc1,0,0.091,0.09141841
CC(=O)Nc1ccccc1,10,0.002,0.000890812
CC(=O)Nc1ccccc1,20,0.129,0.091400143
CC(=O)Nc1ccccc1,30,0.381,0.305593599
CC(=O)Nc1ccccc1,40,0.743,0.637145961
CC(=O)Nc1ccccc1,50,1.204,1.084493451
CC(=O)Nc1ccccc1,60,1.847,1.680887874
CC(=O)Nc1ccccc1,70,2.398,1.878922749
CC(=O)Nc1ccccc1,80,2.596,2.089268238
CC(=O)Nc1ccccc1,90,2.808,2.292878559
CC(=O)Nc1ccccc1,100,2.604,2.09447894
CC(=O)Nc1ccccc1,110,2.602,2.349037779
CC(=O)Nc1ccccc1,120,1.9,1.721768861
CC(=O)Nc1ccccc1,130,1.294,1.156309921
CC(=O)Nc1ccccc1,140,0.838,0.712902277
CC(=O)Nc1ccccc1,150,0.472,0.37283783
CC(=O)Nc1ccccc1,160,0.193,0.158980168
CC(=O)Nc1ccccc1,170,0.066,0.069853771
CC(=O)Nc1ccccc1,180,0.061,0.055150361
c1ccc(c(c1)c2ccccn2)F,-170,0.737,0.75363645
c1ccc(c(c1)c2ccccn2)F,-160,0.225,0.254255758
c1ccc(c(c1)c2ccccn2)F,-150,0.002,0.002696675
c1ccc(c(c1)c2ccccn2)F,-140,0.205,0.110518681
c1ccc(c(c1)c2ccccn2)F,-130,0.765,0.597425093
c1ccc(c(c1)c2ccccn2)F,-120,1.642,1.310443211
c1ccc(c(c1)c2ccccn2)F,-110,2.594,2.076120054
c1ccc(c(c1)c2ccccn2)F,-100,3.327,2.661564914
c1ccc(c(c1)c2ccccn2)F,-90,3.644,2.897893069
c1ccc(c(c1)c2ccccn2)F,-80,3.496,2.806623008
c1ccc(c(c1)c2ccccn2)F,-70,3.033,2.489908171
c1ccc(c(c1)c2ccccn2)F,-60,2.527,2.151168427
c1ccc(c(c1)c2ccccn2)F,-50,2.245,2.014703192
c1ccc(c(c1)c2ccccn2)F,-40,2.395,2.24170064
c1ccc(c(c1)c2ccccn2)F,-30,2.999,2.910080674
c1ccc(c(c1)c2ccccn2)F,-20,4.039,3.928742533
c1ccc(c(c1)c2ccccn2)F,-10,5.255,5.073006522
c1ccc(c(c1)c2ccccn2)F,0,5.796,5.334682988
c1ccc(c(c1)c2ccccn2)F,10,5.253,5.072957642
c1ccc(c(c1)c2ccccn2)F,20,4.035,3.925597154
c1ccc(c(c1)c2ccccn2)F,30,2.995,2.909833891
c1ccc(c(c1)c2ccccn2)F,40,2.395,2.241527624
c1ccc(c(c1)c2ccccn2)F,50,2.243,2.012817717
c1ccc(c(c1)c2ccccn2)F,60,2.527,2.150811235
c1ccc(c(c1)c2ccccn2)F,70,3.035,2.491518767
c1ccc(c(c1)c2ccccn2)F,80,3.494,2.80570488
c1ccc(c(c1)c2ccccn2)F,90,3.642,2.898175654
c1ccc(c(c1)c2ccccn2)F,100,3.327,2.663171165
c1ccc(c(c1)c2ccccn2)F,110,2.594,2.076789628
c1ccc(c(c1)c2ccccn2)F,120,1.642,1.311108982
c1ccc(c(c1)c2ccccn2)F,130,0.765,0.594880469
c1ccc(c(c1)c2ccccn2)F,140,0.205,0.112022745
c1ccc(c(c1)c2ccccn2)F,150,0,0
c1ccc(c(c1)c2ccccn2)F,160,0.225,0.255962863
c1ccc(c(c1)c2ccccn2)F,170,0.739,0.753445185
c1ccc(c(c1)c2ccccn2)F,180,0.821,0.707546486
CC/C(=C/C)/C,-170,3.765,3.230865371
CC/C(=C/C)/C,-160,2.787,2.411384892
CC/C(=C/C)/C,-150,1.728,1.509166411
CC/C(=C/C)/C,-140,0.836,0.753730563
CC/C(=C/C)/C,-130,0.246,0.252565567
CC/C(=C/C)/C,-120,0,0.050495806
CC/C(=C/C)/C,-110,0.076,0.12468722
CC/C(=C/C)/C,-100,0.19,0.258049622
CC/C(=C/C)/C,-90,0.508,0.550189563
CC/C(=C/C)/C,-80,1.038,1.04942945
CC/C(=C/C)/C,-70,1.674,1.602630728
CC/C(=C/C)/C,-60,2.171,1.977707863
CC/C(=C/C)/C,-50,2.333,2.030833148
CC/C(=C/C)/C,-40,2.04,1.71276209
CC/C(=C/C)/C,-30,1.414,1.139387327
CC/C(=C/C)/C,-20,0.748,0.558333427
CC/C(=C/C)/C,-10,0.281,0.15984584
CC/C(=C/C)/C,0,0.094,0
CC/C(=C/C)/C,10,0.281,0.158818635
CC/C(=C/C)/C,20,0.75,0.559679101
CC/C(=C/C)/C,30,1.412,1.139144876
CC/C(=C/C)/C,40,2.042,1.713479669
CC/C(=C/C)/C,50,2.333,2.029556954
CC/C(=C/C)/C,60,2.171,1.978255058
CC/C(=C/C)/C,70,1.672,1.602249585
CC/C(=C/C)/C,80,1.038,1.048384901
CC/C(=C/C)/C,90,0.506,0.550258618
CC/C(=C/C)/C,100,0.19,0.258494622
CC/C(=C/C)/C,110,0.076,0.123359053
CC/C(=C/C)/C,120,0.002,0.051841796
CC/C(=C/C)/C,130,0.244,0.251876712
CC/C(=C/C)/C,140,0.838,0.754794277
CC/C(=C/C)/C,150,1.726,1.508571064
CC/C(=C/C)/C,160,2.789,2.412181151
CC/C(=C/C)/C,170,3.765,3.230668109
CC/C(=C/C)/C,180,4.208,3.571651856
c1ccnc(c1)c2ccc[nH]2,-170,0.206,0.199000591
c1ccnc(c1)c2ccc[nH]2,-160,0.716,0.687931003
c1ccnc(c1)c2ccc[nH]2,-150,1.576,1.501186707
c1ccnc(c1)c2ccc[nH]2,-140,2.79,2.625807856
c1ccnc(c1)c2ccc[nH]2,-130,4.281,3.993550805
c1ccnc(c1)c2ccc[nH]2,-120,5.969,5.517211834
c1ccnc(c1)c2ccc[nH]2,-110,7.683,7.006981174
c1ccnc(c1)c2ccc[nH]2,-100,9.18,8.237519363
c1ccnc(c1)c2ccc[nH]2,-90,10.054,8.921131804
c1ccnc(c1)c2ccc[nH]2,-80,9.953,8.857998403
c1ccnc(c1)c2ccc[nH]2,-70,9.119,8.263099257
c1ccnc(c1)c2ccc[nH]2,-60,8.054,7.382770021
c1ccnc(c1)c2ccc[nH]2,-50,7.046,6.476751267
c1ccnc(c1)c2ccc[nH]2,-40,6.203,5.68662809
c1ccnc(c1)c2ccc[nH]2,-30,5.598,5.107408651
c1ccnc(c1)c2ccc[nH]2,-20,5.268,4.788869503
c1ccnc(c1)c2ccc[nH]2,-10,5.202,4.717495232
c1ccnc(c1)c2ccc[nH]2,0,5.103,4.548024003
c1ccnc(c1)c2ccc[nH]2,10,5.204,4.720092209
c1ccnc(c1)c2ccc[nH]2,20,5.268,4.789493116
c1ccnc(c1)c2ccc[nH]2,30,5.596,5.105047854
c1ccnc(c1)c2ccc[nH]2,40,6.203,5.687339666
c1ccnc(c1)c2ccc[nH]2,50,7.046,6.475876101
c1ccnc(c1)c2ccc[nH]2,60,8.058,7.386376731
c1ccnc(c1)c2ccc[nH]2,70,9.119,8.262114862
c1ccnc(c1)c2ccc[nH]2,80,9.953,8.859065819
c1ccnc(c1)c2ccc[nH]2,90,10.056,8.923036096
c1ccnc(c1)c2ccc[nH]2,100,9.178,8.234957008
c1ccnc(c1)c2ccc[nH]2,110,7.683,7.004474607
c1ccnc(c1)c2ccc[nH]2,120,5.963,5.512455423
c1ccnc(c1)c2ccc[nH]2,130,4.285,3.996407608
c1ccnc(c1)c2ccc[nH]2,140,2.788,2.621917905
c1ccnc(c1)c2ccc[nH]2,150,1.578,1.502641639
c1ccnc(c1)c2ccc[nH]2,160,0.716,0.688029447
c1ccnc(c1)c2ccc[nH]2,170,0.206,0.195563088
c1ccnc(c1)c2ccc[nH]2,180,0,0
c1ccc(cc1)c2cccs2,-170,0.496,0.60589281
c1ccc(cc1)c2cccs2,-160,0.14,0.225315345
c1ccc(cc1)c2cccs2,-150,0,0.001982847
c1ccc(cc1)c2cccs2,-140,0.165,0.024849339
c1ccc(cc1)c2cccs2,-130,0.635,0.319050892
c1ccc(cc1)c2cccs2,-120,1.297,0.801583127
c1ccc(cc1)c2cccs2,-110,1.998,1.359588077
c1ccc(cc1)c2cccs2,-100,2.518,1.806993364
c1ccc(cc1)c2cccs2,-90,2.717,1.966523358
c1ccc(cc1)c2cccs2,-80,2.547,1.803703278
c1ccc(cc1)c2cccs2,-70,2.043,1.385547463
c1ccc(cc1)c2cccs2,-60,1.35,0.842299287
c1ccc(cc1)c2cccs2,-50,0.665,0.3427844
c1ccc(cc1)c2cccs2,-40,0.178,0.029636987
c1ccc(cc1)c2cccs2,-30,0.004,9.62E-05
c1ccc(cc1)c2cccs2,-20,0.196,0.292329688
c1ccc(cc1)c2cccs2,-10,0.599,0.784694549
c1ccc(cc1)c2cccs2,0,1.041,1.170551993
c1ccc(cc1)c2cccs2,10,0.599,0.784551085
c1ccc(cc1)c2cccs2,20,0.196,0.292402276
c1ccc(cc1)c2cccs2,30,0.004,0
c1ccc(cc1)c2cccs2,40,0.178,0.029636985
c1ccc(cc1)c2cccs2,50,0.665,0.342794668
c1ccc(cc1)c2cccs2,60,1.35,0.842299289
c1ccc(cc1)c2cccs2,70,2.043,1.385574872
c1ccc(cc1)c2cccs2,80,2.547,1.803703279
c1ccc(cc1)c2cccs2,90,2.717,1.966569154
c1ccc(cc1)c2cccs2,100,2.518,1.806983898
c1ccc(cc1)c2cccs2,110,1.998,1.359588077
c1ccc(cc1)c2cccs2,120,1.297,0.801618419
c1ccc(cc1)c2cccs2,130,0.635,0.318945724
c1ccc(cc1)c2cccs2,140,0.165,0.024772902
c1ccc(cc1)c2cccs2,150,0,0.001982725
c1ccc(cc1)c2cccs2,160,0.14,0.22519048
c1ccc(cc1)c2cccs2,170,0.496,0.605789755
c1ccc(cc1)c2cccs2,180,0.945,0.94988
CNS(=O)(=O)C,-170,1.835,2.060908637
CNS(=O)(=O)C,-160,1.445,1.646550595
CNS(=O)(=O)C,-150,1.179,1.333266752
CNS(=O)(=O)C,-140,0.956,1.073413954
CNS(=O)(=O)C,-130,0.787,0.79502877
CNS(=O)(=O)C,-120,0.584,0.51326461
CNS(=O)(=O)C,-110,0.29799998,0.235480732
CNS(=O)(=O)C,-100,0.02,0.011182636
CNS(=O)(=O)C,-90,0,0.002133278
CNS(=O)(=O)C,-80,0.439,0.385184535
CNS(=O)(=O)C,-70,0.936,0.309482974
CNS(=O)(=O)C,-60,0.83,0.330980842
CNS(=O)(=O)C,-50,1.227,0.872090425
CNS(=O)(=O)C,-40,2.141,1.854982804
CNS(=O)(=O)C,-30,3.4859998,3.224541896
CNS(=O)(=O)C,-20,5.0610003,4.768171759
CNS(=O)(=O)C,-10,6.586,6.230656134
CNS(=O)(=O)C,0,7.736,7.336276069
CNS(=O)(=O)C,10,6.586,6.230519596
CNS(=O)(=O)C,20,5.0610003,4.769852003
CNS(=O)(=O)C,30,3.4859998,3.224586481
CNS(=O)(=O)C,40,2.141,1.857857272
CNS(=O)(=O)C,50,1.225,0.872208553
CNS(=O)(=O)C,60,0.83,0.332848292
CNS(=O)(=O)C,70,0.936,0.308776023
CNS(=O)(=O)C,80,0.439,0.384471118
CNS(=O)(=O)C,90,0,0
CNS(=O)(=O)C,100,0.022,0.011376676
CNS(=O)(=O)C,110,0.3,0.235064769
CNS(=O)(=O)C,120,0.584,0.515431454
CNS(=O)(=O)C,130,0.789,0.797232636
CNS(=O)(=O)C,140,0.956,1.072148403
CNS(=O)(=O)C,150,1.179,1.335901324
CNS(=O)(=O)C,160,1.445,1.648005477
CNS(=O)(=O)C,170,1.835,2.061524747
CNS(=O)(=O)C,180,2.412,2.64969031
CCCC(F)F,-170,0.343,0.322413863
CCCC(F)F,-160,1.115,1.047578205
CCCC(F)F,-150,2.156,2.018768094
CCCC(F)F,-140,3.229,2.959552165
CCCC(F)F,-130,4.054,3.654849785
CCCC(F)F,-120,4.378,3.916674333
CCCC(F)F,-110,4.092,3.688496922
CCCC(F)F,-100,3.294,3.046282733
CCCC(F)F,-90,2.251,2.148546475
CCCC(F)F,-80,1.243,1.248135202
CCCC(F)F,-70,0.517,0.586158117
CCCC(F)F,-60,0.21,0.277366241
CCCC(F)F,-50,0.403,0.494855992
CCCC(F)F,-40,1.045,1.093116032
CCCC(F)F,-30,2.008,1.963508202
CCCC(F)F,-20,3.073,2.882203295
CCCC(F)F,-10,3.955,3.59439065
CCCC(F)F,0,4.371,3.910283548
CCCC(F)F,10,4.168,3.740504069
CCCC(F)F,20,3.433,3.120094771
CCCC(F)F,30,2.398,2.221930924
CCCC(F)F,40,1.335,1.241631713
CCCC(F)F,50,0.487,0.448752701
CCCC(F)F,60,0.034,0.033184551
CCCC(F)F,70,0.097,0.06623173
CCCC(F)F,80,0.622,0.530467379
CCCC(F)F,90,1.46,1.253585656
CCCC(F)F,100,2.37,2.026744946
CCCC(F)F,110,3.105,2.634308051
CCCC(F)F,120,3.42,2.866085814
CCCC(F)F,130,3.195,2.699579343
CCCC(F)F,140,2.518,2.154010419
CCCC(F)F,150,1.632,1.397218724
CCCC(F)F,160,0.778,0.658394402
CCCC(F)F,170,0.178,0.133880053
CCCC(F)F,180,0,0
CC(=O)Nc1cccs1,-170,0.212,0.175416059
CC(=O)Nc1cccs1,-160,0.578,0.511208907
CC(=O)Nc1cccs1,-150,1.25,1.090341735
CC(=O)Nc1cccs1,-140,1.976,1.727772744
CC(=O)Nc1cccs1,-130,2.279,1.900215327
CC(=O)Nc1cccs1,-120,1.975,1.56164225
CC(=O)Nc1cccs1,-110,1.77,1.32407738
CC(=O)Nc1cccs1,-100,1.644,1.167809745
CC(=O)Nc1cccs1,-90,1.554,1.080483123
CC(=O)Nc1cccs1,-80,1.559,1.066515855
CC(=O)Nc1cccs1,-70,1.668,1.174167504
CC(=O)Nc1cccs1,-60,1.881,1.399424426
CC(=O)Nc1cccs1,-50,2.191,1.725445153
CC(=O)Nc1cccs1,-40,2.491,1.997839933
CC(=O)Nc1cccs1,-30,2.26,1.684216725
CC(=O)Nc1cccs1,-20,2.085,1.465457119
CC(=O)Nc1cccs1,-10,1.991,1.35728287
CC(=O)Nc1cccs1,0,1.964,1.326406652
CC(=O)Nc1cccs1,10,1.991,1.355530477
CC(=O)Nc1cccs1,20,2.083,1.463604099
CC(=O)Nc1cccs1,30,2.26,1.682290602
CC(=O)Nc1cccs1,40,2.491,2.000597458
CC(=O)Nc1cccs1,50,2.191,1.727045849
CC(=O)Nc1cccs1,60,1.881,1.396803443
CC(=O)Nc1cccs1,70,1.668,1.172608466
CC(=O)Nc1cccs1,80,1.559,1.065256149
CC(=O)Nc1cccs1,90,1.554,1.07915677
CC(=O)Nc1cccs1,100,1.644,1.165813323
CC(=O)Nc1cccs1,110,1.77,1.319703119
CC(=O)Nc1cccs1,120,1.975,1.563405437
CC(=O)Nc1cccs1,130,2.279,1.899036773
CC(=O)Nc1cccs1,140,1.976,1.727684641
CC(=O)Nc1cccs1,150,1.254,1.094592536
CC(=O)Nc1cccs1,160,0.578,0.51135984
