mol_id,conf_id,scan,b3lyp_relative_energy,wb97m_relative_energy,resff_relative_energy
354,7,-75,0,0,0.24609375
354,8,-60,0.78125,0.633022,1.4042969
354,9,-45,2.6875,2.435202,3.5429688
354,10,-30,5.40625,5.12937325,6.498047
354,11,-15,8.15625,7.8433735,9.658203
354,12,0,10.25,9.86047225,12.080078
354,13,15,8.15625,7.846511,9.660156
354,14,30,5.40625,5.13677775,6.4921875
354,15,45,2.6875,2.43702175,3.5332031
354,16,60,0.78125,0.6336495,1.4042969
354,17,75,0,0.000502,0.24023438
354,18,90,0.09375,0.23989325,0
354,19,105,0.8125,1.0493055,0.40429688
354,20,120,2.09375,2.357894,1.5429688
354,21,135,4.25,4.48166775,3.90625
354,22,150,7.125,7.23727125,7.0058594
354,23,165,9.65625,9.66870825,9.417969
354,24,180,9.6875,9.74526325,10.1015625
355,1,-165,0.09375,0.1283865,0.033203125
355,2,-150,0,0.0033885,0.000976563
355,3,-135,0.21875,0.016817,0.06738281
355,4,-120,0.78125,0.274594,0.34765625
355,5,-105,1.5625,0.7513685,0.69628906
355,6,-90,2.375,1.2990505,1.0029297
355,7,-75,1.40625,0.71340475,0.7324219
355,8,-60,0.59375,0.2167385,0.31054688
355,9,-45,0.125,0.00031375,0.047851562
355,10,-30,0,0.019578,0.006835938
355,11,-15,0.15625,0.152106,0.021484375
355,12,0,0.5625,0.39802325,0.13671875
355,13,15,0.15625,0.1524825,0.02734375
355,14,30,0,0.01951525,0.006835938
355,15,45,0.125,0,0.047851562
355,16,60,0.59375,0.216613,0.31054688
355,17,75,1.40625,0.71227525,0.73339844
355,18,90,2.375,1.299176,1.0029297
355,19,105,1.5625,0.75456875,0.7050781
355,20,120,0.78125,0.270578,0.34375
355,21,135,0.21875,0.01662875,0.06738281
355,22,150,0,0.003514,0
355,23,165,0.09375,0.128512,0.036132812
355,24,180,0.53125,0.3778805,0.12988281
356,1,-165,2.46875,0.86764425,1
356,2,-150,2.84375,1.26786375,1.1308594
356,3,-135,3.75,2.04232425,1.5703125
356,4,-120,2.78125,2.00843925,1.6015625
356,5,-105,2.71875,1.993442,1.7128906
356,6,-90,3.25,2.43137425,2.3710938
356,7,-75,4.375,3.362647,3.4511719
356,8,-60,5.71875,4.37787925,4.3496094
356,9,-45,6.46875,4.895504,4.7382812
356,10,-30,5.8125,4.62674575,3.9609375
356,11,-15,5.21875,4.02785975,3.21875
356,12,0,4.625,3.48130725,2.6425781
356,13,15,3.9375,2.90990575,2.3828125
356,14,30,3.3125,2.3914025,2.3769531
356,15,45,2.75,1.93966525,2.4726562
356,16,60,1.96875,1.4343395,2.0351562
356,17,75,0.875,0.72382125,1.2109375
356,18,90,0.0625,0.11690325,0.34570312
356,19,105,0,0,0
356,20,120,0.71875,0.3813945,0.40625
356,21,135,1.9375,0.9860535,1.1152344
356,22,150,3.28125,1.894297,2.2636719
356,23,165,3.1875,1.44770525,1.2910156
356,24,180,2.6875,1.00883175,0.9375
357,1,-165,0.0625,0.0018825,0
357,2,-150,0.375,0.06394225,0.06542969
357,3,-135,1.1875,0.6000155,0.70214844
357,4,-120,2.34375,1.53254325,1.6455078
357,5,-105,3.40625,2.4656985,2.493164
357,6,-90,3.90625,2.87150275,2.7636719
357,7,-75,3.4375,2.455282,2.4902344
357,8,-60,2.34375,1.5349905,1.6738281
357,9,-45,1.21875,0.6108085,0.7402344
357,10,-30,0.40625,0.07046825,0.083984375
357,11,-15,0.0625,6.27E-05,0.001953125
357,12,0,0,0.06996625,0.1015625
357,13,15,0.0625,0,0
357,14,30,0.40625,0.07046825,0.08300781
357,15,45,1.21875,0.610683,0.7402344
357,16,60,2.34375,1.5347395,1.6738281
357,17,75,3.4375,2.455282,2.4902344
357,18,90,3.90625,2.87150275,2.7636719
357,19,105,3.40625,2.465573,2.493164
357,20,120,2.34375,1.53241775,1.6445312
357,21,135,1.1875,0.600392,0.7109375
357,22,150,0.375,0.064005,0.06738281
357,23,165,0.0625,0.00181975,0
357,24,180,0,0.07071925,0.10253906
358,1,-165,0,0.00181975,0.006835938
358,2,-150,0.59375,0.26549525,0.58691406
358,3,-135,1.9375,1.1404185,1.8476562
358,4,-120,3.8125,2.42861325,3.3447266
358,5,-105,5.75,3.75928975,4.7001953
358,6,-90,7,4.78675825,5.4257812
358,7,-75,7.59375,5.65521825,6.0302734
358,8,-60,8,6.50221775,6.4140625
358,9,-45,8.59375,7.4528175,6.8398438
358,10,-30,9.4375,8.68754925,7.9541016
358,11,-15,10.53125,10.070622,9.230469
358,12,0,11.65625,11.1887015,10.191406
358,13,15,10.53125,10.068363,9.224609
358,14,30,9.4375,8.6864825,7.951172
358,15,45,8.59375,7.45062125,6.8359375
358,16,60,8,6.5020295,6.415039
358,17,75,7.59375,5.65672425,6.033203
358,18,90,7,4.78663275,5.4179688
358,19,105,5.75,3.76029375,4.7021484
358,20,120,3.8125,2.427672,3.3447266
358,21,135,1.9375,1.13445725,1.84375
358,22,150,0.59375,0.26110275,0.58496094
358,23,165,0,0,0
358,24,180,0.96875,1.3743505,1.2119141
359,1,-165,0.59375,0.5839515,0.7939453
359,2,-150,2.25,2.295897,2.9990234
359,3,-135,4.875,5.07954975,6.2148438
359,4,-120,8.34375,8.81367675,10.12207
359,5,-105,11.71875,12.37900625,13.206055
359,6,-90,13.40625,13.96319275,14.435547
359,7,-75,12.96875,13.2797825,13.769531
359,8,-60,11.0625,11.3034085,11.861328
359,9,-45,8.84375,8.91696325,9.237305
359,10,-30,7.0625,6.852551,6.958008
359,11,-15,6,5.5705685,5.4648438
359,12,0,5.65625,5.182648,4.9941406
359,13,15,6,5.5723255,5.4677734
359,14,30,7.0625,6.85060575,6.953125
359,15,45,8.84375,8.91457875,9.239258
359,16,60,11.0625,11.30133775,11.856445
359,17,75,12.96875,13.27821375,13.759766
359,18,90,13.40625,13.97674675,14.454102
359,19,105,11.71875,12.36833875,13.189453
359,20,120,8.34375,8.804578,10.108398
359,21,135,4.875,5.0833775,6.223633
359,22,150,2.25,2.3055605,3.0117188
359,23,165,0.59375,0.58915975,0.79589844
359,24,180,0,0,0
360,1,-165,0.15625,0.02064475,0.28027344
360,2,-150,0.65625,0.15756525,0.5859375
360,3,-135,1.71875,0.750992,1.109375
360,4,-120,3.125,1.74614425,1.9394531
360,5,-105,4.4375,2.6963675,2.9101562
360,6,-90,5,3.11509825,3.3408203
360,7,-75,4.46875,2.6936065,2.8144531
360,8,-60,3.125,1.7435715,1.7685547
360,9,-45,1.71875,0.778602,0.9140625
360,10,-30,0.71875,0.23343,0.3984375
360,11,-15,0.25,0.1326535,0.10253906
360,12,0,0.09375,0.1713075,0
360,13,15,0.21875,0.1255,0.10839844
360,14,30,0.71875,0.21943675,0.4013672
360,15,45,1.71875,0.7722015,0.9169922
360,16,60,3.125,1.7362925,1.7919922
360,17,75,4.4375,2.68337825,2.8486328
360,18,90,4.96875,3.10317575,3.3769531
360,19,105,4.4375,2.679174,2.9589844
360,20,120,3.125,1.72154625,1.9873047
360,21,135,1.6875,0.72055825,1.1464844
360,22,150,0.625,0.127006,0.60253906
360,23,165,0.125,0,0.29589844
360,24,180,0,0.0478155,0.1875
361,1,-165,6.875,6.80768475,6.196289
361,2,-150,4.78125,4.47325925,4.2822266
361,3,-135,2.78125,2.297654,2.375
361,4,-120,1.28125,0.80263525,0.859375
361,5,-105,0.4375,0.1050435,0.09472656
361,6,-90,0.0625,0,0.001953125
361,7,-75,0,0.1916385,0.06347656
361,8,-60,0.09375,0.441258,0.265625
361,9,-45,0.3125,0.70198425,0.5488281
361,10,-30,0.625,0.97720575,0.7392578
361,11,-15,1,1.24063025,0.8769531
361,12,0,1.25,1.33262175,1.0146484
361,13,15,1,1.243454,0.88183594
361,14,30,0.625,0.976892,0.74316406
361,15,45,0.3125,0.70524725,0.5517578
361,16,60,0.09375,0.44094425,0.27441406
361,17,75,0,0.191513,0.06347656
361,18,90,0.0625,0.003012,0
361,19,105,0.4375,0.10962425,0.09277344
361,20,120,1.28125,0.80200775,0.86035156
361,21,135,2.78125,2.298909,2.3779297
361,22,150,4.78125,4.473824,4.286133
361,23,165,6.875,6.80712,6.1933594
361,24,180,8.21875,8.13610225,7.1953125
362,1,-165,0.125,0.29335625,0.43164062
362,2,-150,0.53125,1.01196925,0.8300781
362,3,-135,0.75,1.279598,0.7050781
362,4,-120,0.53125,1.119962,0.47265625
362,5,-105,0.28125,0.9428815,0.34179688
362,6,-90,0.96875,1.6818255,1.3144531
362,7,-75,1.09375,1.0611025,0.86328125
362,8,-60,0,0,0.0078125
362,9,-45,1.0625,0.68817925,0.43945312
362,10,-30,3.15625,2.55549375,1.9726562
362,11,-15,7.28125,6.75798675,5.9882812
362,12,0,6.5625,6.08894625,5.421875
362,13,15,5.3125,4.841037,3.9707031
362,14,30,4.28125,3.866404,2.8535156
362,15,45,3.90625,3.229115,1.7910156
362,16,60,4.34375,3.6401275,1.7128906
362,17,75,4.0625,3.329515,1.5996094
362,18,90,4.90625,4.14903,3.1503906
362,19,105,5.53125,4.99634325,4.5058594
362,20,120,5.90625,5.2445195,5.2753906
362,21,135,5.28125,4.6192785,4.6464844
362,22,150,3.5625,2.90501125,2.4277344
362,23,165,1.4375,0.945768,0.6816406
362,24,180,0.125,0.02365675,0
363,1,-165,1.9375,1.961565,1.4892578
363,2,-150,3.125,3.2683965,2.734375
363,3,-135,3.90625,4.04555525,3.3867188
363,4,-120,3.84375,4.06789425,3.0332031
363,5,-105,2.90625,3.18625675,1.9638672
363,6,-90,1.5,1.96037275,0.7832031
363,7,-75,0.53125,1.01247125,0.0078125
363,8,-60,1.40625,1.8502465,0.32714844
363,9,-45,0.5,0.96302425,0
363,10,-30,1.4375,1.870452,0.75683594
363,11,-15,2.8125,3.0864215,1.8867188
363,12,0,3.78125,3.94791625,2.9472656
363,13,15,3.9375,4.094814,3.4013672
363,14,30,3.28125,3.4481125,2.9101562
363,15,45,2.125,2.22680925,1.7529297
363,16,60,0.96875,0.94507775,0.5878906
363,17,75,0.1875,0.257526,0.08691406
363,18,90,0,0,0.17773438
363,19,105,0.4375,0.20833,0.63378906
363,20,120,0.59375,0.4416345,0.25097656
363,21,135,0.5625,0.64789375,0.27246094
363,22,150,0.0625,0.01587575,0.2685547
363,23,165,0.09375,0.236191,0.111328125
363,24,180,0.78125,0.74553275,0.41503906
364,1,-165,0.46875,0.4529295,0.40039062
364,2,-150,1.328125,1.3008075,1.1777344
364,3,-135,2.09375,2.0864375,1.96875
364,4,-120,2.34375,2.353878,2.3925781
364,5,-105,1.984375,1.9910575,2.1044922
364,6,-90,1.5,1.4401125,1.5683594
364,7,-75,1.515625,1.24590125,1.5351562
364,8,-60,2.203125,1.52752325,2.0507812
364,9,-45,3.6875,2.71625925,3.2792969
364,10,-30,5.71875,4.684162,4.8964844
364,11,-15,8.09375,7.32198375,6.4785156
364,12,0,8.703125,7.9425185,7.051758
364,13,15,8.09375,7.293809,6.4658203
364,14,30,6.734375,5.9598695,5.3291016
364,15,45,5.046875,3.915098,3.4414062
364,16,60,3.53125,2.68821,2.428711
364,17,75,2.796875,2.3773465,2.0117188
364,18,90,2.75,2.53880225,1.9833984
364,19,105,2.75,2.3843745,2
364,20,120,2.3125,2.013271,2
364,21,135,1.6875,1.53731225,1.7128906
364,22,150,0.8125,0.79999975,0.84472656
364,23,165,0.125,0.15643575,0.17675781
364,24,180,0,0,0
365,1,-165,5.84375,5.149767,6.541992
365,2,-150,6.1875,5.45328875,6.739258
365,3,-135,6.78125,5.8160465,6.673828
365,4,-120,7.09375,5.87547075,6.4765625
365,5,-105,7,5.64254275,6.3564453
365,6,-90,6.65625,5.250669,6.0742188
365,7,-75,5.90625,4.65197125,5.439453
365,8,-60,4.4375,3.602854,4.088867
365,9,-45,2.59375,2.20057975,2.618164
365,10,-30,1.0625,0.954051,1.3681641
365,11,-15,0.09375,0.15091375,0.49414062
365,12,0,0,0,0
365,13,15,0.09375,0.149847,0.49316406
365,14,30,1.0625,0.9541765,1.3691406
365,15,45,2.59375,2.20127,2.6171875
365,16,60,4.4375,3.607372,4.095703
365,17,75,5.90625,4.65397925,5.4404297
365,18,90,6.65625,5.249414,6.067383
365,19,105,7,5.641978,6.3740234
365,20,120,7.09375,5.87547075,6.4785156
365,21,135,6.78125,5.8147915,6.6640625
365,22,150,6.1875,5.4551085,6.7373047
365,23,165,5.84375,5.14870025,6.5410156
365,24,180,5.65625,5.01052475,6.4716797
366,1,-165,0.40625,0.71629125,0.8066406
366,2,-150,0.25,0.46435,0.6855469
366,3,-135,0.25,0.415405,0.32617188
366,4,-120,0.03125,0.27289975,0.040039062
366,5,-105,0,0.00445525,0.005859375
366,6,-90,0.09375,0.00470625,0.16796875
366,7,-75,0.28125,0.27754325,0.5253906
366,8,-60,0.875,1.1113025,1.1025391
366,9,-45,1.46875,1.72744475,1.9824219
366,10,-30,2.09375,2.597097,2.9902344
366,11,-15,2.65625,3.3878725,3.7451172
366,12,0,2.9375,3.73331125,4.013672
366,13,15,2.65625,3.38969225,3.7451172
366,14,30,2.09375,2.58975525,2.9765625
366,15,45,1.46875,1.729139,1.9824219
366,16,60,0.875,1.11161625,1.1015625
366,17,75,0.28125,0.27861,0.5234375
366,18,90,0.09375,0.005271,0.16894531
366,19,105,0,0,0
366,20,120,0.03125,0.2729625,0.040039062
366,21,135,0.25,0.4102595,0.33496094
366,22,150,0.28125,0.4541845,0.70410156
366,23,165,0.40625,0.7167305,0.8095703
366,24,180,0.46875,0.842105,0.81933594
367,1,-165,0.234375,0.59487,0.29492188
367,2,-150,0.03125,0.56726,0.072265625
367,3,-135,0,0.48926175,0
367,4,-120,0.140625,0.456318,0.09667969
367,5,-105,0.390625,0.37003675,0.19628906
367,6,-90,0.65625,0.1916385,0.6455078
367,7,-75,0.96875,0,0.7451172
367,8,-60,1.6875,0.41069875,1.2119141
367,9,-45,3.21875,1.8876455,3.0234375
367,10,-30,5.359375,4.3780675,6.0664062
367,11,-15,7.640625,7.026996,9.317383
367,12,0,9.578125,9.137153,11.631836
367,13,15,11.109375,10.79594925,13.269531
367,14,30,12.015625,11.753828,13.624023
367,15,45,11.28125,11.07506125,12.957031
367,16,60,10.46875,10.31804525,12.543945
367,17,75,9.25,8.86161775,11.298828
367,18,90,7.453125,6.98526725,9.3828125
367,19,105,5.25,4.28036575,5.8779297
367,20,120,2.96875,1.65289775,2.640625
367,21,135,1.46875,0.354914,1.2177734
367,22,150,0.875,0.148341,1.0498047
367,23,165,0.6875,0.3982115,0.8720703
367,24,180,0.484375,0.57560575,0.5410156
368,1,-165,0.3125,0.145078,0.359375
368,2,-150,1.21875,0.817256,1.0175781
368,3,-135,2.65625,2.0387475,2.0654297
368,4,-120,4.40625,3.41792975,3.2929688
368,5,-105,5.9375,4.609364,4.390625
368,6,-90,6.5625,5.06499175,4.796875
368,7,-75,5.875,4.51956875,4.3046875
368,8,-60,4.3125,3.29506525,3.1875
368,9,-45,2.625,1.94807375,1.9345703
368,10,-30,1.28125,0.92148375,0.87402344
368,11,-15,0.46875,0.37217025,0.21875
368,12,0,0.21875,0.2039375,0
368,13,15,0.46875,0.372233,0.21875
368,14,30,1.28125,0.92160925,0.87402344
368,15,45,2.625,1.94179875,1.9306641
368,16,60,4.28125,3.24586925,3.1875
368,17,75,5.875,4.519004,4.303711
368,18,90,6.5625,5.06518,4.7958984
368,19,105,5.9375,4.60836,4.383789
368,20,120,4.40625,3.4179925,3.2929688
368,21,135,2.65625,2.038622,2.0654297
368,22,150,1.1875,0.78312,1.0244141
368,23,165,0.3125,0.146082,0.35839844
368,24,180,0,0,0.13183594
369,1,-165,0.46875,0.763291,0.46289062
369,2,-150,1.4375,1.7377985,1.3925781
369,3,-135,3.375,3.764749,3.7324219
369,4,-120,5.3125,6.06660725,5.8378906
369,5,-105,4.46875,4.02855,3.6328125
369,6,-90,1.90625,1.5786645,1.2167969
369,7,-75,0.34375,0.26700125,0
369,8,-60,0,0,0.21875
369,9,-45,0.90625,0.8763665,1.2890625
369,10,-30,2.84375,2.712306,2.8789062
369,11,-15,5.28125,4.999418,4.607422
369,12,0,7.25,6.99041275,6.2695312
369,13,15,7.53125,7.6556255,7.390625
369,14,30,5.875,6.5723095,6.7089844
369,15,45,3.0625,4.310674,4.0234375
369,16,60,1.09375,2.5008385,2.1191406
369,17,75,3.1875,3.86358025,3.5800781
369,18,90,4.125,4.6940765,4.5390625
369,19,105,5.53125,5.8203135,6.078125
369,20,120,7.53125,7.32374075,6.779297
369,21,135,6.34375,5.87145475,5.2128906
369,22,150,3.90625,3.64452,3.5664062
369,23,165,1.65625,1.68678275,1.9570312
369,24,180,0.4375,0.6479565,0.7050781
370,1,-165,0.25,0.5169345,0.9111328
370,2,-150,0,0,0.125
370,3,-135,0.375,0.10146675,0
370,4,-120,1.375,0.83539075,0.6875
370,5,-105,2.53125,1.7290135,1.6259766
370,6,-90,3.125,2.22743675,2.0771484
370,7,-75,2.90625,2.031343,1.6962891
370,8,-60,2.09375,1.4463875,0.97753906
370,9,-45,1.28125,0.938238,0.43164062
370,10,-30,1,0.95511775,0.6904297
370,11,-15,1.34375,1.618448,1.6757812
370,12,0,1.75,2.18872,2.34375
370,13,15,1.34375,1.61393,1.671875
370,14,30,1,0.95449025,0.6953125
370,15,45,1.28125,0.93779875,0.43359375
370,16,60,2.09375,1.44519525,0.9785156
370,17,75,2.90625,2.03517075,1.6904297
370,18,90,3.125,2.2274995,2.0771484
370,19,105,2.53125,1.744199,1.6523438
370,20,120,1.375,0.835579,0.68652344
370,21,135,0.375,0.102408,0.000976563
370,22,150,0,0.00031375,0.12988281
370,23,165,0.25,0.517311,0.91308594
370,24,180,0.53125,0.9358535,1.4345703
371,1,-165,0.3125,0.25721225,0.1953125
371,2,-150,1.34375,1.076037,0.7050781
371,3,-135,3,2.43426075,1.4580078
371,4,-120,5.03125,4.15172825,2.5146484
371,5,-105,7.03125,5.75794,3.602539
371,6,-90,8,6.4653835,3.9433594
371,7,-75,7,5.72901225,3.5751953
371,8,-60,4.9375,4.0720985,2.524414
371,9,-45,2.84375,2.333798,1.4658203
371,10,-30,1.25,1.005757,0.69140625
371,11,-15,0.3125,0.24215225,0.18554688
371,12,0,0,0,0
371,13,15,0.3125,0.242215,0.18554688
371,14,30,1.25,1.00569425,0.69140625
371,15,45,2.84375,2.333798,1.4638672
371,16,60,4.9375,4.071973,2.5273438
371,17,75,7,5.7299535,3.5771484
371,18,90,8,6.4626225,3.9394531
371,19,105,7.03125,5.7598225,3.6035156
371,20,120,5.03125,4.15122625,2.5097656
371,21,135,3,2.43626875,1.4589844
371,22,150,1.34375,1.076037,0.7050781
371,23,165,0.3125,0.25721225,0.1953125
371,24,180,0,0.00156875,0.001953125
372,1,-165,0.03125,0.0006275,0.014648438
372,2,-150,0.34375,0.14614475,0
372,3,-135,1.125,0.72037,0.39746094
372,4,-120,2.3125,1.669401,1.2548828
372,5,-105,3.46875,2.5703655,2.1875
372,6,-90,3.9375,2.922644,2.506836
372,7,-75,3.4375,2.53177425,2.2128906
372,8,-60,2.3125,1.64335975,1.2734375
372,9,-45,1.125,0.71641675,0.40429688
372,10,-30,0.34375,0.1467095,0
372,11,-15,0.03125,0,0.009765625
372,12,0,0,0.026104,0.13671875
372,13,15,0.03125,0.00056475,0.010742188
372,14,30,0.34375,0.1467095,0
372,15,45,1.125,0.71691875,0.4013672
372,16,60,2.3125,1.6429205,1.2734375
372,17,75,3.4375,2.531837,2.2128906
372,18,90,3.9375,2.92270675,2.5058594
372,19,105,3.46875,2.569989,2.1845703
372,20,120,2.3125,1.6695265,1.2548828
372,21,135,1.125,0.7207465,0.39648438
372,22,150,0.34375,0.14589375,0.000976563
372,23,165,0.03125,0.00043925,0.014648438
372,24,180,0,0.026355,0.1328125
373,1,-165,0.5625,1.70221925,1.9287109
373,2,-150,0.25,0.86701675,1.1416016
373,3,-135,0.03125,0.2965565,0.63183594
373,4,-120,0,0.0410385,0.26953125
373,5,-105,0.09375,0,0.041992188
373,6,-90,0.09375,0.00922425,0
373,7,-75,0,0.01286375,0.119140625
373,8,-60,0,0.0985175,0.390625
373,9,-45,0.0625,0.45976925,0.7753906
373,10,-30,0.34375,1.11864425,1.34375
373,11,-15,0.59375,1.838575,2.0595703
373,12,0,0.65625,2.091332,2.303711
373,13,15,0.59375,1.838575,2.0595703
373,14,30,0.34375,1.11851875,1.3417969
373,15,45,0.09375,0.47759025,0.78808594
373,16,60,0,0.0985175,0.38964844
373,17,75,0.0625,0.01035375,0.12207031
373,18,90,0.09375,0.0094125,0
373,19,105,0.09375,0,0.041015625
373,20,120,0,0.0410385,0.2705078
373,21,135,0.03125,0.296933,0.6386719
373,22,150,0.25,0.866201,1.140625
373,23,165,0.5625,1.70623525,1.9296875
373,24,180,0.65625,2.08863375,2.3066406
374,1,-165,0,0.44270125,0.9638672
374,2,-150,0.4375,1.0244565,1.2001953
374,3,-135,0.84375,1.50154475,1.390625
374,4,-120,1.0625,1.5648595,1.7304688
374,5,-105,0.40625,0.852145,0.6230469
374,6,-90,0.125,0.264554,0.17285156
374,7,-75,0.25,0,0.001953125
374,8,-60,1.28125,0.65994175,0.65625
374,9,-45,3.3125,2.3979285,2.4550781
374,10,-30,5.75,4.7713845,4.9101562
374,11,-15,7.9375,7.0072925,7.350586
374,12,0,9.40625,8.58671,9.033203
374,13,15,7.9375,7.00748075,7.34375
374,14,30,5.75,4.76667825,4.908203
374,15,45,3.3125,2.39523025,2.4521484
374,16,60,1.28125,0.66395775,0.66503906
374,17,75,0.25,6.27E-05,0
374,18,90,0.125,0.2631735,0.171875
374,19,105,0.40625,0.85195675,0.61621094
374,20,120,1.0625,1.509012,1.4677734
374,21,135,0.84375,1.5011055,1.3730469
374,22,150,0.4375,1.01874625,1.1923828
374,23,165,0,0.4428895,0.9667969
374,24,180,0,0.2370695,0.5175781
375,1,-165,2.09375,2.3911515,2.2773438
375,2,-150,1.625,1.67209925,1.6845703
375,3,-135,0.578125,0.63961075,0.7792969
375,4,-120,0,0.040411,0.043945312
375,5,-105,0.015625,6.27E-05,0.000976563
375,6,-90,2.703125,2.3401985,2.421875
375,7,-75,3.640625,3.312698,3.1582031
375,8,-60,2.90625,3.04921075,2.8964844
375,9,-45,2.390625,2.143289,2.265625
375,10,-30,2.453125,2.14197125,2.2617188
375,11,-15,2.53125,2.1022505,2.0908203
375,12,0,2.734375,2.144795,1.9931641
375,13,15,2.53125,2.1022505,2.0908203
375,14,30,2.453125,2.1424105,2.2597656
375,15,45,2.796875,2.88944925,2.7089844
375,16,60,2.09375,1.87076575,2.1064453
375,17,75,3.640625,3.31100375,3.1640625
375,18,90,0.578125,0.4687425,0.63183594
375,19,105,0.015625,0,0
375,20,120,0,0.0420425,0.052734375
375,21,135,0.578125,0.6439405,0.78125
375,22,150,1.625,1.67109525,1.6806641
375,23,165,2.859375,2.8570075,2.538086
375,24,180,3.78125,3.6968535,3.1015625
376,1,-165,0.28125,0.15342375,0.26367188
376,2,-150,1.125,0.67412325,0.9785156
376,3,-135,2.4375,1.569252,1.9658203
376,4,-120,3.96875,2.66279625,3.0576172
376,5,-105,5.28125,3.59074325,4.0751953
376,6,-90,5.84375,3.95381475,4.609375
376,7,-75,5.3125,3.60931725,4.3447266
376,8,-60,4.09375,2.76081175,3.5302734
376,9,-45,2.75,1.87540925,2.6269531
376,10,-30,1.75,1.26384775,1.9199219
376,11,-15,1.1875,0.9948385,1.4970703
376,12,0,1.03125,0.93428475,1.3544922
376,13,15,1.1875,0.99653275,1.4980469
376,14,30,1.75,1.2631575,1.9169922
376,15,45,2.75,1.87553475,2.625
376,16,60,4.09375,2.76445125,3.5371094
376,17,75,5.3125,3.61007025,4.341797
376,18,90,5.84375,3.95343825,4.6083984
376,19,105,5.28125,3.589802,4.0771484
376,20,120,3.96875,2.66354925,3.0546875
376,21,135,2.4375,1.569001,1.9648438
376,22,150,1.125,0.674688,0.9824219
376,23,165,0.28125,0.15354925,0.26464844
376,24,180,0,0,0
377,1,-165,7.96875,7.096021,5.8427734
377,2,-150,7.125,6.1107205,4.783203
377,3,-135,6.9375,5.77168225,4.333008
377,4,-120,7.34375,6.04138175,4.506836
377,5,-105,7.96875,6.5123205,4.8447266
377,6,-90,7.78125,6.30330025,4.241211
377,7,-75,5.9375,4.880444,3.3691406
377,8,-60,3.8125,3.1436495,2.1533203
377,9,-45,2.09375,1.76333775,1.1494141
377,10,-30,0.9375,0.88835175,0.5625
377,11,-15,0.3125,0.39024225,0.3466797
377,12,0,0,0.08690875,0.18652344
377,13,15,0.03125,0,0
377,14,30,0.625,0.3572985,0.087890625
377,15,45,1.875,1.33111575,0.7451172
377,16,60,3.78125,2.9202595,1.9375
377,17,75,6.03125,4.816439,3.3359375
377,18,90,7.8125,6.30342575,4.2539062
377,19,105,8.03125,6.62257225,4.765625
377,20,120,7.65625,6.45151575,4.734375
377,21,135,7.625,6.64026775,4.975586
377,22,150,8.34375,7.569156,5.9160156
377,23,165,9.40625,8.808092,7.2578125
377,24,180,9.09375,8.35974325,6.9726562
378,1,-165,2.34375,2.6873315,3.5449219
378,2,-150,1.03125,1.27828025,2.2148438
378,3,-135,0.1875,0.30126275,0.7988281
378,4,-120,0,0.00043925,0.00390625
378,5,-105,0.4375,0.365707,0.12988281
378,6,-90,1.3125,1.261526,0.8730469
378,7,-75,2.21875,2.2812135,1.7548828
378,8,-60,2.5,2.71500425,2.3603516
378,9,-45,1.75,2.19367725,2.2421875
378,10,-30,0.71875,1.250231,1.4589844
378,11,-15,0.1875,0.6113105,0.6816406
378,12,0,0.375,0.61099675,0.4736328
378,13,15,0.1875,0.6113105,0.6816406
378,14,30,0.71875,1.2513605,1.4580078
378,15,45,1.75,2.1936145,2.2421875
378,16,60,2.5,2.7149415,2.3603516
378,17,75,2.21875,2.2812135,1.7548828
378,18,90,1.3125,1.260271,0.87402344
378,19,105,0.4375,0.36639725,0.12890625
378,20,120,0,0,0
378,21,135,0.1875,0.3003215,0.7949219
378,22,150,1.03125,1.27928425,2.2138672
378,23,165,2.34375,2.68839825,3.5488281
378,24,180,3.4375,3.50439925,4.2197266
379,1,-165,0,0,0.046875
379,2,-150,0.40625,0.17977875,0
379,3,-135,1.5,1.0292255,0.6171875
379,4,-120,2.96875,2.25165825,1.6679688
379,5,-105,4.25,3.3984145,2.8945312
379,6,-90,4.6875,4.141751,4.0078125
379,7,-75,4,4.033068,4.1132812
379,8,-60,3.03125,3.63303675,3.7441406
379,9,-45,2.5,3.50163825,3.5019531
379,10,-30,2.59375,3.70093225,3.5410156
379,11,-15,2.96875,3.8652745,3.5449219
379,12,0,3.0625,3.62726375,3.2871094
379,13,15,2.6875,3.050403,2.7597656
379,14,30,2.5625,2.69103375,2.4160156
379,15,45,2.96875,2.8695575,2.578125
379,16,60,3.875,3.54142175,3.1425781
379,17,75,4,4.03388375,4.1152344
379,18,90,4.6875,4.11395275,3.9570312
379,19,105,4.25,3.3981635,2.8945312
379,20,120,2.9375,2.22467575,1.65625
379,21,135,1.5,1.03016675,0.61328125
379,22,150,0.40625,0.178461,0.001953125
379,23,165,0,0.00458075,0.048828125
379,24,180,0.3125,0.47156625,0.7265625
380,1,-165,4.71875,4.33633875,5.5595703
380,2,-150,5.03125,4.93466,6.118164
380,3,-135,5.75,5.71796825,7.0527344
380,4,-120,6.3125,6.3835575,7.4492188
380,5,-105,3.28125,3.0693535,2.8066406
380,6,-90,1.21875,1.226637,0.8339844
380,7,-75,0,0.00144325,0
380,8,-60,0.09375,0.1617695,0.3173828
380,9,-45,1.28125,1.2330375,0.8535156
380,10,-30,4.1875,4.41314475,4.671875
380,11,-15,5.40625,5.5956685,5.725586
380,12,0,6.25,6.227059,6.373047
